佹得佹失 【拼音】guǐ  dé  guǐ  shī 【解释】佹：出于偶然的。指得失出于偶然。 【出处】《列子·力命》：“佹佹成者，俏成者也，初非成也。佹佹败者，俏败者也，初非败也。” 【示例】 
烜赫一时 【拼音】xuǎn  hè  yī  shí 【解释】烜赫：声势很盛。在一个时期内名声威势很盛。 【出处】宋·王安石《上杜学士书》：“虽将相大臣，气势烜赫，上所尊宠……一有罪过，纠诘按治。” 【示例】然而，七百年前，它却的的确确曾经是欧亚大陆～的中心。（秦牧《访蒙古古都遗迹》） 
痌瘝在抱 【拼音】tōng  guān  zào  bào 【解释】痌瘝：病痛，比喻疾苦；在抱：在胸怀中。把人民的疾苦放在心里。 【出处】《尚书·康诰》：“恫瘝乃身。” 【示例】前回一个大善士，专诚到扬州动劝捐，做得那种～，愁眉苦目的样子。（清·吴趼人《二十年目睹之怪现状》第六十回） 
阿党相为 【拼音】ē  dǎng  xiāng  wéi 【解释】阿党：偏袒、偏私一方。为了谋求私利相互偏袒、包庇。 【出处】《汉书·诸葛丰传》：“今以四海之大，曾无伏节死谊之臣，率尽苟合取容，阿党相为，念私门之利，忘国家之政。” 【示例】 
阿其所好 【拼音】ē  qí  suǒ  hào 【解释】阿：曲从；其：他的；好：爱好。指为取得某人的好感而迎合他的爱好。 【出处】《孟子·公孙丑上》：“宰我、子贡、有若，智足以知圣人，污不至阿其所好。” 【示例】吾何能～为？（鲁迅《坟·摩罗诗力说》） 
阿时趋俗 【拼音】ē  shí  qū  sú 【解释】阿：迎合。迎合时尚和世俗。 【出处】 【示例】故办杂志者，当研究社会心理。然此决非～，只以顺其势而利导之耳。（恽代英《再复毕几庵书》） 
阿世盗名 【拼音】ē  shì  dào  míng 【解释】阿世：曲意博取世人的欢心。用博取世人的欢心的方法来窃取名誉。 【出处】 【示例】才智之士，既得此以为～之一秘钥，于是名节闲检，荡然无所顾复。（清·梁启超《新民说》） 
阿谀逢迎 【拼音】ē  yú  féng  yíng 【解释】阿谀：用言语恭维别人；逢迎：迎合别人的心意。奉承，拍马，讨好别人。 【出处】《二程全书·伊川易传一》：“周之与否在君而已，不可阿谀奉迎求其比己也。” 【示例】其时京师有一流棍，名叫李光，专一～，谄事令孜。（明·凌濛初《初刻拍案惊奇》卷二十二） 
阿谀奉承 【拼音】ē  yú  fèng  chéng 【解释】阿谀：用言语恭维别人；奉承：恭维，讨好。曲从拍马，迎合别人，竭力向人讨好。 【出处】明·东鲁古狂生《醉醒石》第八回：“他却小器易盈，况且是个小人，在人前不过一味阿谀奉承。” 【示例】 
阿谀取容 【拼音】ē  yú  qǔ  róng 【解释】阿谀：曲意逢迎；取容：取悦于人。谄媚他人，以取得其喜悦。 【出处】汉·杨秉《奏劾侯览》：“而今猥受过宠，执政操权，其阿谀取容者，则因公褎举，以报私惠。” 【示例】且王驩等～，蔽贤窃位。（明·冯梦龙《东周列国志》） 
阿谀谄媚 【拼音】ē  yú  chǎn  mèi 【解释】阿谀：迎合别人的意思，向人讨好；谄媚：巴结，奉承。说话做事迎合别人的心意，竭力向人讨好。 【出处】明·冯梦龙《喻世明言·裴晋公义还原配》：“只是这帮阿谀谄媚的，要博相国欢喜，自然重价购买。” 【示例】 
挨冻受饿 【拼音】ái  dòng  shòu  è 【解释】指无衣无食的穷困境况。 【出处】清·曹雪芹《红楼梦》第一百回：“妈妈这一辈子想来还不至挨冻受饿。” 【示例】对～忍苦的人民空谈道德的标准，这是奢侈，这是不道德的行为，因为这里面没有同情，没有爱。（《巴金传·桂林笔战》） 
挨风缉缝 【拼音】āi  fēng  jī  fèng 【解释】比喻为了达到某种目的而找门路。 【出处】明·冯梦龙《醒世恒言》卷七：“但有一二分才貌的，那一个不挨风缉缝，央媒说合。” 【示例】 
挨家挨户 【拼音】āi　jiā　āi　hù 【解释】一家一户，户户不漏。挨，依次，顺次。 【出处】 【示例】自从他作了副县长，随着白巡长～地收铜铁，他的美誉便降落了许多。（老舍《四世同堂》七四） 
挨肩并足 【拼音】āi  jiān  bìng  zú 【解释】形容人群拥挤。 【出处】明·冯梦龙《醒世恒言·钱秀才错占凤凰俦》：“那山中远近人家，都晓得高家新女婿才貌双全，竟来观看，挨肩并足，如看神会故事的一般热闹。” 【示例】 
挨肩擦膀 【拼音】āi  jiān  cā  bǎng 【解释】指身体相贴近。也形容人群拥挤。 【出处】元·刘君锡《来生债》第一折：“你怎么偏要挨肩擦膀的，舒着手往我怀里摸甚么？” 【示例】那两边围看的，～，不知其数。（明·兰陵笑笑生《金瓶梅词话》第四二回） 
挨肩擦背 【拼音】āi  jiān  cā  bèi 【解释】肩挨肩，背擦背。形容人多拥挤。 【出处】明·冯梦龙《醒世恒言》第三十四卷：“常常走到厨房下，挨肩擦背，调嘴弄舌。” 【示例】引惹得那楼下看灯的人，～，仰望上瞧。（明·兰陵笑笑生《金瓶梅词话》第十五回） 
挨肩擦脸 【拼音】āi  jiān  cā  liǎn 【解释】挨：靠近。擦，接触。形容狎昵之状。 【出处】《脂砚斋重评石头记》六五回：“贾珍便和三姐挨肩擦脸，百般轻薄起来。” 【示例】 
挨肩搭背 【拼音】āi  jiān  dā  bèi 【解释】挨肩：肩和肩相靠。搭背：手搭在别人背上。形容极其亲昵的样子。 【出处】《官场维新记》第九回：“小玉凤见是警察局的大人到了，连忙抛了各客，溜进房间里来，与袁伯珍挨肩搭背的坐在一块儿。” 【示例】看她俩挨肩搭背的样子，就知道是一对好朋友。 
挨门逐户 【拼音】āi  mén  zhú  hù 【解释】挨家挨户，一家也没有漏掉。 【出处】 【示例】写出岳元帅父子受屈情节，～的分派；约齐日子，共上民表，要替岳爷申冤。（清·钱彩《说岳全传》第六十一回） 
挨三顶五 【拼音】āi  sān  dǐng  wǔ 【解释】形容人多，连接不断。 【出处】明·冯梦龙《平妖传》：“众人挨三顶四，簇拥将来，一个个伸出手来，求太医看脉。” 【示例】但见红尘滚滚，车马纷纷，许多商贩客人驮着货物，～的进店安歇。（明·冯梦龙《古今小说》卷五） 
挨山塞海 【拼音】āi  shān  sè  hǎi 【解释】形容人极多而拥挤不堪。 【出处】明·凌濛初《初刻拍案惊奇》卷十七：“那日观看的人，何止挨山塞海。” 【示例】 
唉声叹气 【拼音】āi　shēng　tàn　qì 【解释】因伤感郁闷或悲痛而发出叹息的声音。 【出处】明·凌濛初《二刻拍案惊奇》卷三十八：“终日价没心没想，哀声叹气。” 【示例】我看你脸上一团私欲愁闷气色！这会子又～，你那些还不足，还不自在？（清·曹雪芹《红楼梦》第三十三回） 
哀哀父母 【拼音】āi  āi  fù  mǔ 【解释】可哀呀可哀，我的父母啊！原指古时在暴政下人民终年在外服劳役，对父母病痛、老死不能照料而悲哀。 【出处】《诗经·小雅·蓼莪》：“蓼蓼者莪，匪莪伊蒿，哀哀父母，生我劬劳。” 【示例】咱人有子方知不孝娘，岂不问～情肠！（元·无名氏《小张屠》第一折） 
哀哀欲绝 【拼音】āi  āi  yù  jué 【解释】哀哀：极度悲哀；绝：断气，死。形容极其悲痛。 【出处】清·曹雪芹《红楼梦》第十三回：“那宝珠按未嫁女之礼在灵前哀哀欲绝。” 【示例】那安太太进门，一眼便看见姑娘，～的跪在那里……便一直的奔了姑娘去。（清·文康《儿女英雄传》第二十回） 
哀兵必胜 【拼音】āi  bīng  bì  shèng 【解释】原意是力量相当的两军对阵，悲愤的一方获得胜利。后指受欺侮而奋起抵抗的军队，必定能取胜。 【出处】《老子》第六十九章：“祸莫大于轻敌，轻敌几丧吾宝，故抗兵相加，哀者胜矣。” 【示例】不，～！不要乐，要哀，何小姐能弹《易水吟》的谱子吗？（张恨水《啼笑因缘续集》第十回） 
哀而不伤 【拼音】āi  ér  bù  shāng 【解释】哀：悲哀；伤：伤害。忧愁而不悲伤。比喻做事没有过头也无不及。 【出处】《论语·八佾》：“子曰：‘《关雎》乐而不淫，哀而不伤。’” 【示例】她喜欢打扮，愿意有朋友，可是这都不过是一些小小的、～的、青春的游戏。（老舍《四世同堂》四十三） 
哀感天地 【拼音】āi  gǎn  tiān  dì 【解释】形容极其哀痛，使天地都为之感动。 【出处】宋·释普济《五灯会元》卷一：“王闻失声号恸，哀感天地。” 【示例】 
哀感顽艳 【拼音】āi  gǎn  wán  yàn 【解释】顽：愚顽。原意是指内容凄切，文辞华丽，使愚笨和聪慧的人同样受感动。后多用来指艳情的小说、戏曲、电影中的感人情节。 【出处】三国·魏·繁钦《与魏文帝笺》：“咏北狄之遐征，奏胡马之长嘶，凄入肝脾，哀感顽艳。” 【示例】这封信却是骈四骈六的，足有三千多字，写得异常的～。（清·吴趼人《二十年目睹之怪现状》第七十一回） 
哀感中年 【拼音】āi  gǎn  zhōng  nián 【解释】形容人到中年对亲友离别的伤感情绪。 【出处】南朝·宋·刘义庆《世说新语·言语》：“谢太傅（安）语王右军（王羲之）曰：‘中年伤于哀乐，与亲友别，辄作数日恶。’” 【示例】神丹浪说解还童，～遇谢公。（清·丘逢甲《东北感春诗》） 
哀告宾服 【拼音】āi  gào  bīn  fú 【解释】宾服：古指诸侯或边远部落按时朝贡，表示依服、服从。后泛指归顺、服从。指哀求饶恕，愿意服从。 【出处】元·无名氏《延安府》第一折：“我见他慌悚踌躇，左支右吾，跪在街衢，哀告宾服。” 【示例】 
哀鸿遍地 【拼音】āi  hóng  biàn  dì 【解释】哀鸿：哀鸣的鸿雁。比喻啼饥号寒的灾民。比喻在天灾人祸中到处都是流离失所、呻吟呼号的饥民。 【出处】《诗经·小雅·鸿雁》：“鸿雁于飞，哀鸣嗷嗷。” 【示例】天涯吟望，～，都成愁侣。（黄侃《水龙吟·秋花》词） 
哀鸿遍野 【拼音】āi  hóng  biàn  yě 【解释】哀鸿：哀鸣的鸿雁。比喻啼饥号寒的灾民。比喻在天灾人祸中到处都是流离失所、呻吟呼号的饥民。 【出处】《诗经·小雅·鸿雁》：“鸿雁于飞，哀鸣嗷嗷。” 【示例】我记得历史上的罗马何等殷阗繁盛，怎么今日却是～，春燕无归，满眼凄惶。（清·梁启超《新罗马》） 
哀毁骨立 【拼音】āi  huǐ  gǔ  lì 【解释】哀：悲哀；毁：损坏身体；骨立：形容极瘦，只剩下骨架。旧时形容在父母丧中因过度悲伤而瘦得只剩一把骨头。 【出处】《后汉书·韦彪传》：“孝行纯至，父母卒，哀毁三年，不出庐寝。服竟，羸瘠骨立异形，医疗数年乃起。”南朝宋·刘义庆《世说新语·德行》：“王戎虽不备礼，而哀毁骨立。” 【示例】众亲戚已到，商量在本族亲房立了一个儿子过来，然后大殓治丧。蘧公子～，极尽半子之谊。（清·吴敬梓《儒林外史》第十二回） 
哀梨蒸食 【拼音】āi  lí  zhēng  shí 【解释】将哀梨蒸着吃。比喻不识货。糊里糊涂地糟蹋好东西。 【出处】南朝·宋·刘义庆《世说新语·轻诋》：“桓南郡每见人不快，辄嗔曰：‘君得哀家梨，当复不蒸食不？’” 【示例】 
哀莫大于心死 【拼音】āi  mò  dà  y 【解释】心死：指心像死灰的灰烬。指最可悲哀的事，莫过于思想顽钝，麻木不仁。 【出处】《庄子·田子方》：“夫哀莫大于心死，而人死亦次之。” 【示例】人说：“～。”我的心已经死了。我不该再到你们公馆里来，打扰你们。（巴金《家》二回） 
哀声叹气 【拼音】āi　shēng　tàn　qì 【解释】因伤感郁闷或悲痛而发出叹息的声音。 【出处】明·凌濛初《二刻拍案惊奇》卷三十八：“终日价没心没想，哀声叹气。” 【示例】老实说，什么“合作”事业，危小姐完全是～。（丁易《择婿》） 
哀思如潮 【拼音】āi  sī  rú  cháo 【解释】哀伤的思绪如同潮涌一般。形容极度悲痛。 【出处】 【示例】 
哀丝豪竹 【拼音】āi  sī  háo  zhú 【解释】丝、竹：弦乐、管乐的通称；豪竹：粗大的竹管制成的乐器。形容管弦乐声的悲壮动人。 【出处】唐·杜甫《醉为马坠诸公携酒相看》诗：“酒肉如山又一时，初筵哀丝动豪竹。” 【示例】白报纸成问题，印刷费成问题，就是同人们的伙食费都是～地勉强敷衍的，薪水更是说不上了。（郭沫若《洪波曲》第四章） 
哀天叫地 【拼音】āi　tiān　jiào　dì 【解释】哀：悲哀。悲哀地呼天喊地。形容悲痛至极。 【出处】 【示例】平儿丰儿等哭的～，贾政心中也着了忙。（清·曹雪芹《红楼梦》第二十五回） 
哀痛欲绝 【拼音】āi  tòng  yù  jué 【解释】伤心得要死。形容悲痛到了极点。 【出处】清·曹雪芹《红楼梦》第十三回：“那宝珠按未嫁女之礼在灵前哀哀欲绝。” 【示例】宝庆给大哥唱了一曲挽歌，直唱得泣不成声，～。（老舍《鼓书艺人》十七） 
蔼然可亲 【拼音】ǎi  rán  kě  qīn 【解释】蔼然：对人和善的样子。形容态度和气，使人愿意接近。 【出处】明·李开先《贺邑令贺洪滨奖异序》：“迄今才八阅月，绝从生之文法，除苛细之科条，虽若凛不可犯，而实蔼然可亲。” 【示例】早有那般世谊同年，见他翩翩风度，～，都愿和他亲近进来了。（清·文康《儿女英雄传》第三十八回） 
蔼然仁者 【拼音】ǎi  rán  rén  zhě 【解释】对人和善的有仁德的人。 【出处】唐·韩愈《答李翊书》：“仁义之人，其言蔼如也。” 【示例】子恺为他家华瞻写的文章，真是‘～’之言。（朱自清《儿女》） 
矮人看场 【拼音】ǎi  rén  kàn  chǎng 【解释】比喻只知道附和别人，自己没有主见。也比喻见识不广。 【出处】《朱子语类》卷二十七：“正如矮人看戏一般，见前面人笑，他也笑，他虽眼不曾见，想必是好笑，便随他笑。” 【示例】是真是假，要弄个明白，不能～，人云亦云。 
矮子看戏 【拼音】ǎi  zi  kàn  xì 【解释】比喻只知道附和别人，自己没有主见。也比喻见识不广。 【出处】《朱子语类》卷二十七：“正如矮人看戏一般，见前面人笑，他也笑，他虽眼不曾见，想必是好笑，便随他笑。” 【示例】～何曾见，都是随人说短长。(清·赵翼《诗论》诗) 
碍口识羞 【拼音】ài  kǒu  shí  xiū 【解释】碍口：说不出口。指怕羞而不说话。 【出处】明·凌濛初《初刻拍案惊奇·转运汉巧遇洞庭红》：“文若虚终是碍口识羞，待说又止。” 【示例】这事关系你终身，肯与不肯，明白说出，莫要～，两相耽误。（《石点头·潘文子契合鸳鸯冢》） 
碍难从命 【拼音】ài  nán  cóng  mìng 【解释】碍：妨碍；从：听从。由于有所妨碍，难以遵从吩咐，是委婉拒绝对方要求的话。 【出处】 【示例】你回去复李大官人，本当将时迁放回，怎奈他是梁山贼党，～。（《三打祝家庄》第一幕第一场） 
碍手碍脚 【拼音】ài  shǒu  ài  jiǎo 【解释】碍：阻碍。妨碍别人做事。 【出处】明·凌濛初《初刻拍案惊奇》第三十二卷：“后边有些嫌忌起来，碍手碍脚，到底不妙。” 【示例】宝钗因说道：“咱们别在这里～。”说着，和宝玉等便往迎春房中来。（清·曹雪芹《红楼梦》第十八回） 
爱别离苦 【拼音】ài  bié  lí  kǔ 【解释】佛家语，指亲爱的人离别的痛苦。 【出处】《瑜伽师地论》卷六十一：“云何爱别离苦？当知此苦，亦由五相。”宋·释道原《景德传灯录》卷二十三：“问：‘如何是至极之谈？’曰：‘爱别离苦。’” 【示例】 
爱博而情不专 【拼音】ài  bó  ér  qín 【解释】对人或事物的喜爱很广泛，而感情不能专一。 【出处】唐·韩愈《与陈给事书》：“夫位益尊则贱者日隔，伺候于门墙者日益进，则爱博而情不专。” 【示例】在这三条路里，我将选择那一条呢？我惭愧自己是个‘～’的人；虽者想着只选定一条路，却总丢不下别的。（朱自清《那里走》） 
爱不忍释 【拼音】ài  bù  rěn  shì 【解释】释：放下。对所喜欢的物品，爱得拿在手里久久不肯放下。 【出处】南朝·梁·萧统《陶渊明集序》：“余爱嗜其文，不能释手。” 【示例】得见钱唐陈小云司马《香畹楼忆语》钞本一种，～，亟问假归，手录展玩。（清·王维鋆《香畹楼忆语序一》） 
爱不释手 【拼音】ài  bù  shì  shǒu 【解释】释：放下。喜爱得舍不得放手。 【出处】南朝·梁·萧统《陶渊明集序》：“余爱嗜其文，不能释手。” 【示例】虽是不合他的路数，可奈文有定评，他看了也知道～。（清·文康《儿女英雄传》第三十五回） 
爱才如渴 【拼音】ài  cái  rú  kě 【解释】才：贤才，人才。爱慕贤才，急欲求得，就象口渴急于喝水一样。 【出处】清·叶燮《原诗·外篇上》：“嫉恶甚严，爱才若渴，此韩愈之面目也。” 【示例】宫保～，兄弟实在钦佩的。（清·刘鹗《老残游记》第六回） 
爱才若渴 【拼音】ài  cái  ruò  kě 【解释】才：贤才，人才。爱慕贤才，急欲求得，就象口渴急于喝水一样。 【出处】清·叶燮《原诗·外篇上》：“嫉恶甚严，爱才若渴，此韩愈之面目也。” 【示例】他们发现了佳人并非因为‘～’而做婊子的，佳人只为的是钱。（鲁迅《上海文艺之一瞥》） 
爱财如命 【拼音】ài  cái  rú  mìng 【解释】把钱财看得跟生命一样重要。形容极端吝啬。 【出处】清·岭南羽衣女士《东欧女豪杰》第四回：“我想近来世界，不管什么英雄，什么豪杰，都是爱财如命，何况吃官司的，少不免要和那些狼官鼠吏交手，这更没钱不行了。” 【示例】那个人极端自私，～。 
爱富嫌贫 【拼音】ài  fù  xián  pín 【解释】嫌弃贫穷，喜爱富有。指对人的好恶以其贫富为准。 【出处】元·关汉卿《裴度还带》第二折：“有那等嫌贫爱富的儿曹辈，将俺这贫傲慢、把他那富追陪，那个肯恤孤念寡存仁义。” 【示例】方信道贫居闹市无人问，富在深山有远亲。如今人～。（明·无名氏《贫富兴衰》第二折） 
爱国如家 【拼音】ài  guó  rú  jiā 【解释】指帝王像爱抚自己的家室一样爱国爱民。 【出处】汉·荀悦《汉纪·惠帝纪》：“封建诸侯各世其位，欲使亲民如子、爱国如家。”《晋书·刘聪传》：“臣闻古之圣王爱国如家，故皇天亦祐之如子。” 【示例】 
爱鹤失众 【拼音】ài  hè  shī  zhòng 【解释】比喻因小失大。 【出处】《左传·闵公二年》：“狄人伐魏，卫懿公好鹤，鹤有乘轩者。将战，国人受甲者皆曰：‘使鹤，鹤有禄位，余焉能战？’” 【示例】 
爱礼存羊 【拼音】ài  lǐ  cún  yáng 【解释】由于爱惜古礼，不忍使它废弛，因而保留古礼所需要的祭羊。比喻为维护根本而保留有关仪节。 【出处】《论语·八佾》：“子贡欲去告朔之饩羊，子曰：‘赐也，尔爱其羊，我爱其礼。’” 【示例】本朝监学之法，虽参以天下之士，而于国子加厚矣。盖～，以有待也。（宋·陈亮《国子》） 
爱毛反裘 【拼音】ài  máo  fǎn  qiú 【解释】反裘：反穿皮衣，指皮毛朝里。古时穿皮毛衣服，毛的一面向外。比喻不重视根本，轻重倒置。 【出处】汉·刘向《新序·杂事》：“魏文侯出游，见路人反裘而负刍，文侯曰：‘胡为反裘而负刍？’对曰：‘臣爱其毛。’文侯曰：‘若不知其里尽而毛无所恃邪？’” 【示例】 
爱民如子 【拼音】ài  mín  rú  zǐ 【解释】旧时称赞某些统治者爱护百姓，就象爱护自己的子女一样。 【出处】《礼记·中庸》：“子，庶民也。”汉·刘向《新序·杂事一》：“良君将赏善而除民患，爱民如子，盖之如天，容之若地。” 【示例】一路地方官员馈送礼物，岳爷始终不受……只是吩咐他们学好做官，须要爱民如子，无负朝廷。(清·钱彩《说岳全传》第四八回) 
爱莫能助 【拼音】ài  mò  néng  zhù 【解释】爱：爱惜；莫：不。虽然心中关切同情，却没有力量帮助。 【出处】《诗经·大雅·烝民》：“维仲山甫举之，爱莫助之。” 【示例】收到各处的回信，只是写些“～”之类的抱歉话。（叶圣陶《得失》） 
爱莫之助 【拼音】ài  mò  zhī  zhù 【解释】爱：爱惜；莫：不。虽然心中关切同情，却没有力量帮助。 【出处】《诗经·大雅·烝民》：“维仲山甫举之，爱莫助之。” 【示例】晚虽家事不如初，而亲戚故旧之急难，族人子弟之美事，～，每致其倦倦之意，而人人常信之。（宋·陈亮《喻夏卿墓志铭》） 
爱钱如命 【拼音】ài  qián  rú  mìng 【解释】某些人贪爱钱财就像吝啬生命一样。形容十分贪婪、刻薄。 【出处】明·谢谠《四喜记·大宋毕姻》“既称月老，又号冰人，爱钱如命，说谎能神，自家高媒婆是也。” 【示例】1942年我在成都重见她的时候，她已经成了一个～的可笑的胖女人。（巴金《谈<家>》） 
爱人好士 【拼音】ài  rén  hào  shì 【解释】爱护、重视人才。 【出处】《三国志·蜀书·先主传》：“圣姿硕茂，神武在躬，仁覆积德，爱人好士，是以四方归心焉。” 【示例】 
爱人利物 【拼音】ài  rén  lì  wù 【解释】爱护人民，力求有利于人民。 【出处】《庄子·天地》：“爱人利物之谓仁。” 【示例】而终归于禁暴戢乱、～而不可掩者，其本领宏大开阔故也。（宋·陈亮《又乙巳春书之一（答朱熹）》） 
爱人以德 【拼音】ài  rén  yǐ dé 【解释】爱人：爱护别人；德：德行。按照道德标准去爱护人。泛指对人不偏私偏爱，不姑息迁就。 【出处】《礼记·檀弓上》：“君子之爱人也以德，细人之爱人也以姑息。” 【示例】轼闻琦语，曰：“公可谓～矣。”（《宋史·苏轼传》） 
爱日惜力 【拼音】ài  rì  xī  lì 【解释】珍惜时间，不虚掷精力。 【出处】《三国志·吴志·孙和传》“且志土爱日惜 【示例】 
爱如己出 【拼音】ài  rú  jǐ  chū 【解释】像对待亲生子女那样地爱护。 【出处】明·周辑《西湖二集·假邻女诞生真子》：“果然方氏爱如己出，抚养成人长大。” 【示例】她出世半岁，就丧了父亲，一岁半时，就随母来到邓家。母亲自然是爱的，后父也～。（沈从文《死水微澜》第二部分） 
爱如珍宝 【拼音】ài  rú  zhēn  bǎo 【解释】形容十分喜欢。 【出处】明·天然痴叟《石点头·侯官县烈女歼仇》：“申屠娘子，已是身怀六甲，到得十月满足……生个儿子，爱如珍宝。” 【示例】 
爱生恶死 【拼音】ài  shēng  wù  sǐ 【解释】恶：厌恶。喜爱生存，厌恶死亡。 【出处】清·李汝珍《镜花缘》第二十六回：“可见爱生恶死，亦是物之恒情。” 【示例】 
爱素好古 【拼音】ài  sù  hào  gǔ 【解释】指爱好朴质，不趋时尚。 【出处】《老子》：“见素抱朴，少私寡欲。”《论语·述而》：“子曰：述而不作，信而好古，窃比于我老彭。” 【示例】 
爱屋及乌 【拼音】ài  wū  jí  wū 【解释】因为爱一个人而连带爱他屋上的乌鸦。比喻爱一个人而连带地关心到与他有关的人或物。 【出处】《尚书大传·大战》：“爱人者，兼其屋上之乌。” 【示例】子存宠上了小老婆，未免“～”，把他也看得同上客一般。（清·吴趼人《二十年目睹之怪现状》第十四回） 
爱惜羽毛 【拼音】ài  xī  yǔ  máo 【解释】羽毛：比喻人的声望。比喻为珍惜自己的名声，行事十分谨慎。 【出处】汉·刘向《说苑·杂言》：“夫君子爱口，孔雀爱羽，虎豹爱爪，此皆所以治身法也。” 【示例】灰鹤与他都是高傲的，～的，而他与它们的高傲只是一种姿态而已，没有用，没有任何的用。（老舍《四世同堂》五十） 
爱则加诸膝，恶则坠诸渊 【拼音】ài  zé  jiā  zh 【解释】加诸膝：放在膝盖上；坠诸渊：推进深渊里。意指不讲原则，感情用事，对别人的爱憎态度，全凭自己的好恶来决定。 【出处】《礼记·檀弓下》：“今之君子，进入若将加诸膝，退人若将坠诸渊。” 【示例】 
爱憎分明 【拼音】ài  zēng  fēn  míng 【解释】憎：恨。爱和恨的立场和态度十分鲜明。 【出处】 【示例】他很困惑，也很痛苦，想不到～、坚强独立的小睛会怕人“闲话”。（陈若曦《耿尔在北京》） 
爱之欲其生，恶之欲其死 【拼音】ài  zhī  yù  q 【解释】喜爱他时，总想叫他活着；讨厌他时，总想叫他死掉。指极度地凭个人爱憎对待人。 【出处】《论语·颜渊》：“爱之欲其生，恶之欲其死，既欲其生，又欲其死，是惑也。” 【示例】“爱之欲其生，恶之欲其死。”卿何不容一宦官耶？（明·罗贯中《三国演义》第一百一十五回） 
